Data,Miestas,Adresas,Mokėtojo Nr.,Objekto Nr.,Apskaitos taško Nr.,R_Nuo,R_iki,Kiekis
2018-04-30,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,47198,49386,2188
2018-06-01,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,49386,50421,1035
2018-06-28,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,50421,51451,1030
2018-08-01,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,51451,52457,1006
2018-08-31,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,52457,53497,1040
2018-09-26,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,53497,54597,1100
2018-10-26,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,54597,55654,1057
2018-11-20,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,55654,56540,886
2018-11-26,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,63385,63513,128
2018-12-26,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,63513,64172,659
2018-12-31,Kaunas,V. Krėvės pr. 45;47,IM202492,6002SN46,46,64172,64172,0
2015-06-12,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,14961,16629,1668
2015-12-09,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,16629,18377,1748
2016-06-16,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,18377,20143,1766
2016-12-16,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,20143,21955,1812
2017-06-13,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,21955,23671,1716
2017-12-14,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,23671,25479,1808
2018-06-27,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,25479,27229,1750
2018-12-19,Kaunas,V. Krėvės pr. 46,IM046386,6386SN21,21,27229,29050,1821
2015-06-12,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,1348,2798,1450
2015-12-09,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,2798,4195,1397
2016-06-16,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,4195,5527,1332
2016-12-13,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,5527,6714,1187
2017-06-12,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,6714,7988,1274
2017-12-14,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,7988,9225,1237
2018-06-27,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,9225,10475,1250
2018-12-19,Kaunas,V. Krėvės pr. 46,IM046386,OBJ00023178,9021,10475,11681,1206
2017-02-22,Kaunas,V. Krėvės pr. 47,IM206002,OBJ00030589,9046,1,1,0
2017-06-23,Kaunas,V. Krėvės pr. 47,IM206002,OBJ00030589,9046,1,640,639
2017-12-15,Kaunas,V. Krėvės pr. 47,IM206002,OBJ00030589,9046,640,1637,997
2018-06-19,Kaunas,V. Krėvės pr. 47,IM206002,OBJ00030589,9046,1637,2790,1153
2018-11-20,Kaunas,V. Krėvės pr. 47,IM206002,OBJ00030589,9046,2790,3741,951
2018-12-21,Kaunas,V. Krėvės pr. 47,IM206002,OBJ00030589,9046,1,137,136
2015-06-12,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,7075,9829,2754
2015-07-24,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,9829,10569,740
2015-12-09,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,1,2094,2093
2016-06-16,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,2094,4839,2745
2016-12-13,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,4839,7585,2746
2017-06-12,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,7585,10232,2647
2017-12-14,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,10232,13176,2944
2018-06-27,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,13176,15926,2750
2018-12-21,Kaunas,V. Krėvės pr. 48,IM046002,6002SN177,177,15926,18897,2971
2015-06-12,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,4525,6436,1911
2015-07-24,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,6436,6882,446
2015-12-09,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,0,1196,1196
2016-06-16,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,1196,3066,1870
2016-12-13,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,3066,4735,1669
2017-06-12,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,4735,6484,1749
2017-12-14,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,6484,8137,1653
2018-06-27,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,8137,9837,1700
2018-12-19,Kaunas,V. Krėvės pr. 48,IM046002,OBJ00023362,9177,9837,11498,1661
2015-06-19,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,11549,13457,1908
2015-12-11,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,13457,15381,1924
2016-06-23,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,15381,17598,2217
2016-12-27,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,17598,19505,1907
2017-06-23,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,19505,21538,2033
2017-12-13,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,21538,23372,1834
2018-06-21,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,23372,25487,2115
2018-12-18,Kaunas,V. Krėvės pr. 5,IM206002,6002SN21,21,25487,27339,1852
2015-06-23,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,2416,3163,747
2015-12-11,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,3163,3736,573
2016-06-23,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,3736,4558,822
2016-12-27,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,4558,5161,603
2017-06-23,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,5161,5884,723
2017-12-13,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,5884,6509,625
2018-06-21,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,6509,7171,662
2018-12-18,Kaunas,V. Krėvės pr. 5,IM206002,OBJ00018513,9021,7171,7739,568
2015-06-30,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,21300,23888,2588
2015-07-21,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,23888,24146,258
2015-12-30,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,19484,21453,1969
2016-06-29,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,21453,23681,2228
2016-12-27,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,23681,25946,2265
2017-06-29,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,25946,28407,2461
2017-12-18,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,28407,30725,2318
2018-06-29,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,30725,33210,2485
2018-12-20,Kaunas,V. Krėvės pr. 51,IM208306,8306SN2,2,33210,35472,2262
2015-06-12,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,17830,21060,3230
2015-12-09,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,21060,24343,3283
2016-03-09,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,24343,26022,1679
2016-06-10,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,1,1517,1516
2016-12-13,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,1517,4405,2888
2017-06-12,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,4405,7484,3079
2017-12-14,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,7484,10496,3012
2018-02-27,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,10496,11762,1266
2018-06-27,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,1,1701,1700
2018-12-19,Kaunas,V. Krėvės pr. 52,IM205127,5127SN1,7001,1701,4278,2577
2015-06-17,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,41025,44900,3875
2015-12-23,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,44900,48904,4004
2016-05-09,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,48904,51845,2941
2016-06-20,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,1,711,710
2016-12-27,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,711,3816,3105
2017-06-29,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,3816,7144,3328
2017-12-15,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,7144,9944,2800
2018-06-19,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,9944,13072,3128
2018-12-20,Kaunas,V. Krėvės pr. 53,IM206455,6455SN12,12,13072,16647,3575
2015-06-17,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,4562,6398,1836
2015-12-17,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,6398,7947,1549
2016-06-20,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,7947,9430,1483
2016-08-24,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,9430,9919,489
2016-08-31,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,1,37,36
2016-12-29,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,37,1093,1056
2017-06-29,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,1093,1861,768
2017-12-22,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,1861,2832,971
2018-06-19,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,2832,3854,1022
2018-12-21,Kaunas,V. Krėvės pr. 53,IM206455,OBJ00020263,9012,3854,4943,1089
2015-06-17,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,37422,43024,5602
2015-08-12,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,43024,46077,3053
2015-12-17,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,46077,49561,3484
2016-06-20,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,49561,54525,4964
2016-12-29,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,54525,59365,4840
2017-06-29,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,59365,64398,5033
2017-10-18,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,64398,67322,2924
2017-12-22,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,1,1678,1677
2018-02-19,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,1678,3039,1361
2018-06-19,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,3039,5780,2741
2018-12-21,Kaunas,V. Krėvės pr. 55,IM206455,6455SN41,41,5780,9306,3526
2015-06-17,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,5300,7763,2463
2015-08-12,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,7763,8687,924
2015-12-22,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,8687,10026,1339
2016-06-20,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,10026,12085,2059
2016-12-29,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,12085,14235,2150
2017-06-29,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,14235,16101,1866
2017-10-18,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,16101,17237,1136
2017-12-22,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,1,689,688
2018-02-19,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,689,1366,677
2018-06-19,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,1366,2671,1305
2018-12-21,Kaunas,V. Krėvės pr. 55,IM206455,OBJ00020262,9041,2671,4447,1776
2015-06-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,2093,4203,2110
2015-06-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,2093,4203,2110
2015-12-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,4203,6232,2029
2015-12-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,4203,6232,2029
2016-06-20,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,6232,8322,2090
2016-06-20,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,6232,8322,2090
2016-12-21,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,8322,10280,1958
2016-12-21,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,8322,10280,1958
2017-06-29,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,10280,12436,2156
2017-06-29,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,10280,12436,2156
2017-09-26,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,12436,13509,1073
2017-09-26,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,178,12436,13509,1073
2015-06-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,627,1373,746
2015-06-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,627,1373,746
2015-12-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,1373,2067,694
2015-12-17,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,1373,2067,694
2016-06-20,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,2067,2865,798
2016-06-20,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,2067,2865,798
2016-12-21,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,2865,3550,685
2016-12-21,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,2865,3550,685
2017-06-15,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,3550,4393,843
2017-06-15,Kaunas,V. Krėvės pr. 59,IM086002,6002SN178,2178,3550,4393,843
2017-10-01,Kaunas,V. Krėvės pr. 59,IM086002,OBJ00032008,9178,4393,4393,0
2018-07-26,Kaunas,V. Krėvės pr. 59,IM086002,OBJ00032008,9178,4393,6037,1644
2018-09-30,Kaunas,V. Krėvės pr. 59,IM086002,OBJ00032008,9178,6037,6037,0
2018-10-31,Kaunas,V. Krėvės pr. 59,IM086002,OBJ00032008,9178,6037,6037,0
2018-11-30,Kaunas,V. Krėvės pr. 59,IM086002,OBJ00032008,9178,6037,6037,0
2018-12-28,Kaunas,V. Krėvės pr. 59,IM086002,OBJ00032008,9178,6037,6642,605
2017-10-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,13509,13857,348
2017-10-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,13509,13857,348
2017-11-21,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,13857,14147,290
2017-11-21,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,13857,14147,290
2017-11-21,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,0,0,0
2017-11-21,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,0,0,0
2017-11-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,0,0,0
2017-11-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,0,0,0
2017-12-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,0,227,227
2017-12-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,0,227,227
2018-01-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,227,512,285
2018-01-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,227,512,285
2018-03-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,512,538,26
2018-03-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,512,538,26
2018-04-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,538,543,5
2018-04-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,538,543,5
2018-06-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,543,545,2
2018-06-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,543,545,2
2018-06-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,545,547,2
2018-06-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,545,547,2
2018-07-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,547,549,2
2018-07-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,547,549,2
2018-08-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,549,549,0
2018-08-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,549,549,0
2018-08-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,549,551,2
2018-08-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,549,551,2
2018-09-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,551,573,22
2018-09-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,551,573,22
2018-10-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,573,577,4
2018-10-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,573,577,4
2018-11-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,577,580,3
2018-11-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,577,580,3
2018-12-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,580,582,2
2018-12-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,178,580,582,2
2017-10-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,4393,4393,0
2017-10-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,4393,4393,0
2017-10-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,0,0,0
2017-10-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,0,0,0
2017-11-21,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,980,980,0
2017-11-21,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,980,980,0
2017-11-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,980,980,0
2017-11-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,980,980,0
2017-12-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,980,1076,96
2017-12-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,980,1076,96
2018-01-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,1076,1130,54
2018-01-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,1076,1130,54
2018-03-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,1130,1465,335
2018-03-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,1130,1465,335
2018-04-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,1465,2178,713
2018-04-30,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,1465,2178,713
2018-06-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,2178,2522,344
2018-06-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,2178,2522,344
2018-06-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,2522,2872,350
2018-06-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,2522,2872,350
2018-08-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,2872,3217,345
2018-08-01,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,2872,3217,345
2018-08-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,3217,3550,333
2018-08-31,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,3217,3550,333
2018-09-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,3550,3891,341
2018-09-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,3550,3891,341
2018-10-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,3891,4252,361
2018-10-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,3891,4252,361
2018-11-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,4252,4617,365
2018-11-26,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,4252,4617,365
2018-12-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,4617,4999,382
2018-12-28,Kaunas,V. Krėvės pr. 59,IM202492,6002SN178,2178,4617,4999,382
2015-06-22,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,1550,2496,946
2015-12-17,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,2496,3423,927
2016-06-21,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,3423,4426,1003
2016-12-14,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,4426,5391,965
2017-06-21,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,5391,6566,1175
2017-12-20,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,6566,7624,1058
2018-06-30,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,7624,8645,1021
2018-12-12,Kaunas,V. Krėvės pr. 6,IM205016,5016SN1,1,8645,9733,1088
2015-06-22,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,1110,1806,696
2015-12-17,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,1806,2428,622
2016-06-21,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,2428,3137,709
2016-12-14,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,3137,3802,665
2017-06-21,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,3802,4450,648
2017-12-20,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,4450,5103,653
2018-06-30,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,5103,5827,724
2018-12-12,Kaunas,V. Krėvės pr. 6,IM205016,OBJ00023605,9001,5827,6512,685
2015-06-12,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,36996,40388,3392
2015-12-10,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,40388,43580,3192
2016-06-10,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,43580,47207,3627
2016-12-13,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,47207,50567,3360
2017-06-12,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,50567,54347,3780
2017-12-14,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,54347,57757,3410
2018-06-27,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,57757,61307,3550
2018-12-19,Kaunas,V. Krėvės pr. 60,IM046002,6002SN179,179,61307,64955,3648
2015-06-12,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,2180,3533,1353
2015-12-10,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,3533,4703,1170
2016-06-10,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,4703,6138,1435
2016-12-13,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,6138,7380,1242
2017-06-12,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,7380,8900,1520
2017-12-13,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,8900,10210,1310
2018-06-27,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,10210,11610,1400
2018-12-19,Kaunas,V. Krėvės pr. 60,IM046002,OBJ00018600,9179,11610,13006,1396
2015-05-19,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,2031,3092,1061
2015-06-17,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,13122,13168,46
2015-11-02,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,13168,13168,0
2015-11-02,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,13168,13168,0
2015-12-17,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,13168,14241,1073
2016-01-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,14241,14609,368
2016-02-29,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,14609,14784,175
2016-03-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,14784,14960,176
2016-04-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,14960,15123,163
2016-05-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,15123,15305,182
2016-06-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,15305,15479,174
2016-07-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,15479,15652,173
2016-08-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,15652,15851,199
2016-09-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,15851,16019,168
2016-10-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,16019,16189,170
2016-11-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,16189,16355,166
2016-12-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,16355,16520,165
2017-01-09,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,16520,16584,64
2017-01-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,1,114,113
2017-02-28,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,114,260,146
2017-03-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,260,423,163
2017-04-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,423,593,170
2017-05-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,593,748,155
2017-06-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,748,905,157
2017-07-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,905,1069,164
2017-08-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,1069,1235,166
2017-09-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,1235,1405,170
2017-10-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,1405,1587,182
2017-11-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,1587,1762,175
2017-12-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,1762,1951,189
2018-01-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,1951,2113,162
2018-02-28,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,2113,2284,171
2018-03-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,2284,2465,181
2018-04-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,2465,2652,187
2018-05-31,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,2652,2843,191
2018-06-30,Kaunas,V. Krėvės pr. 61,IM208431,8431SN1,1,2843,3017,174
